iter	MultiClass
585	0.02212081531
586	0.02204668053
587	0.0219968267
588	0.02191301596
589	0.02187942925
590	0.0218402871
591	0.021802296
592	0.02175571348
593	0.02169862579
594	0.0216441869
595	0.02159506828
596	0.02155177015
597	0.02148784366
598	0.02143721135
599	0.02140461333
600	0.02135229073
601	0.02130869471
602	0.02129061627
603	0.02124891663
604	0.02120901586
605	0.02115468759
606	0.02111769438
607	0.02108808594
608	0.02105475507
609	0.02099377561
610	0.0209523515
611	0.02091610761
612	0.02089171834
613	0.0208520128
614	0.02081327624
615	0.02075474856
616	0.02070394454
617	0.02068696187
618	0.02066315114
619	0.02059873035
620	0.02056304286
621	0.02052546521
622	0.02047703408
623	0.02044837245
624	0.02040829195
625	0.02037416822
626	0.02031933729
627	0.02027960705
628	0.02023347858
629	0.02018900327
630	0.02016238571
631	0.02010823449
632	0.02009436519
633	0.02004757076
634	0.01999881418
635	0.0199501064
636	0.01991577436
637	0.01984884711
638	0.01982467038
639	0.01978610157
640	0.01975137575
641	0.01969730793
642	0.01966217354
643	0.01962202551
644	0.01957449401
645	0.01953424988
646	0.01949358287
647	0.01945994812
648	0.01943473094
649	0.01939263766
650	0.01937201023
651	0.01933304332
652	0.01926574158
653	0.0192347231
654	0.01918783127
655	0.01915040948
656	0.01909481402
657	0.01906132464
658	0.01901704429
659	0.01897787612
660	0.01894322172
661	0.01892161691
662	0.01888920332
663	0.01885148164
664	0.01881938894
665	0.01879066898
666	0.01875076333
667	0.01873492096
668	0.01871216126
669	0.01866887641
670	0.01862123926
671	0.01856760044
672	0.01853931718
673	0.01850402603
674	0.01847283628
675	0.01843814916
676	0.01839009789
677	0.01834416361
678	0.01831082651
679	0.01828988205
680	0.01826336105
681	0.01822363836
682	0.01817748695
683	0.01814008752
684	0.01810571157
685	0.0180761628
686	0.01802748683
687	0.01801166424
688	0.01797850774
689	0.01793618785
690	0.01790209611
691	0.01786801684
692	0.01785034167
693	0.01783497186
694	0.01780177887
695	0.017765647
696	0.01773597153
697	0.01770626553
698	0.0176883141
699	0.01766521127
700	0.01764002962
701	0.01760852854
702	0.01757202237
703	0.01753877868
704	0.01750226858
705	0.01748140652
706	0.01745592239
707	0.01743908958
708	0.01741681584
709	0.01736048136
710	0.01734784185
711	0.01731836951
712	0.01728538104
713	0.01727829948
714	0.01725326144
715	0.0172297089
716	0.01720497645
717	0.01717792137
718	0.01713711396
719	0.01710094694
720	0.01706873229
721	0.01703244009
722	0.01699307847
723	0.01696339709
724	0.01692917805
725	0.01688619573
726	0.01685030456
727	0.01682576136
728	0.0167988413
729	0.01677060731
730	0.01673824574
731	0.0166943381
732	0.01666412372
733	0.0166379245
734	0.01660267716
735	0.01658331415
736	0.01657062018
737	0.01655722614
738	0.01649374162
739	0.01646189174
740	0.01642174488
741	0.01638618208
742	0.01636886186
743	0.01633521081
744	0.01631163683
745	0.01627996096
746	0.01625234062
747	0.01622648043
748	0.01620778844
749	0.01616500679
750	0.01614568625
751	0.01611014037
752	0.01607572522
753	0.01604997462
754	0.01602405943
755	0.0159927754
756	0.01596567183
757	0.01593131804
758	0.01590846035
759	0.01588257225
760	0.0158642764
761	0.01584674396
762	0.01582563939
763	0.01580133839
764	0.01577738056
765	0.0157636348
766	0.01572823469
767	0.01570171608
768	0.01568088478
769	0.01565939282
770	0.01563023308
771	0.01560418995
772	0.01557559389
773	0.01555457208
774	0.01552318046
775	0.01549029614
776	0.01546722379
777	0.01544556193
778	0.01541985276
779	0.01539861513
780	0.01538588512
781	0.01536961913
782	0.01533074757
783	0.01531265877
784	0.01529041524
785	0.01526862421
786	0.01524870926
787	0.01523326295
788	0.01520728887
789	0.01518196207
790	0.01516618698
791	0.01514199038
792	0.01512380203
793	0.01509991588
794	0.0150795152
795	0.01506442333
796	0.01503238538
797	0.01501704316
798	0.01499091064
799	0.01495834136
800	0.01493476469
801	0.01491106709
802	0.01488023485
803	0.0148561815
804	0.01482752638
805	0.0148001114
806	0.01477895765
807	0.01475096094
808	0.01472991071
809	0.01470867644
810	0.01468811931
811	0.01468222055
812	0.01465643147
813	0.01464251411
814	0.01461911614
815	0.01458578773
816	0.01456249504
817	0.01454689323
818	0.01453068403
819	0.01451831416
820	0.01450405001
821	0.01448319435
822	0.01445990072
823	0.01443284947
824	0.01441118552
825	0.01438731143
826	0.01436513208
827	0.01434670538
828	0.01432679536
829	0.01429822968
830	0.01427843029
831	0.01424777306
832	0.01423508666
833	0.01421155047
834	0.01418700776
835	0.01416739867
836	0.01415350169
837	0.01412815939
838	0.0141226622
839	0.01409591488
840	0.01407309619
841	0.01406614709
842	0.01405915941
843	0.01404066407
844	0.01400515993
845	0.01398343951
846	0.01396723134
847	0.01394697657
848	0.01392216267
849	0.01389859935
850	0.0138939439
851	0.01387939875
852	0.01385516415
853	0.01384987502
854	0.01383575598
855	0.01381275989
856	0.01379754931
857	0.0137722483
858	0.01374809243
859	0.01372599218
860	0.01369673849
861	0.0136822008
862	0.01365765064
863	0.0136313576
864	0.01361715062
865	0.01359980027
866	0.01358055407
867	0.01356585235
868	0.0135605704
869	0.01354470347
870	0.01352309866
871	0.01351574245
872	0.01350887381
873	0.01348537262
874	0.01347157944
875	0.01345821392
876	0.01342752359
877	0.01340801404
878	0.01339331444
879	0.01336763732
880	0.01334602747
881	0.01332646904
882	0.01330912705
883	0.01329019647
884	0.01327381015
885	0.01325314782
886	0.01323350702
887	0.0132154141
888	0.01319749714
889	0.01318546667
890	0.01317302339
891	0.01314684095
892	0.01313286893
893	0.01311423283
894	0.01309554532
895	0.01307940878
896	0.01306437186
897	0.01304799049
898	0.01303089087
899	0.01301214965
900	0.01299492626
901	0.01297322831
902	0.012961585
903	0.0129439258
904	0.01292588029
905	0.01290716386
906	0.01288663069
907	0.01286756772
908	0.0128470517
909	0.01281956269
910	0.01280608101
911	0.01278828806
912	0.01276998213
913	0.01275954879
914	0.0127402384
915	0.01272374911
916	0.01271224848
917	0.01270102557
918	0.01269158929
919	0.01267952966
920	0.01266082641
921	0.01264784087
922	0.01263389614
923	0.01261164263
924	0.01258428865
925	0.01256495885
926	0.0125489605
927	0.01252832256
928	0.01251433126
929	0.01249378906
930	0.01247526814
931	0.01246331019
932	0.01244909675
933	0.01243503333
934	0.0124109819
935	0.0123953719
936	0.0123760602
937	0.01235850417
938	0.01234273944
939	0.01232225666
940	0.01229940965
941	0.01227997467
942	0.01225578327
943	0.01224594357
944	0.01223399206
945	0.01222657569
946	0.01220895706
947	0.01219854601
948	0.01218567917
949	0.01217034899
950	0.01215402614
951	0.01213598861
952	0.0121211652
953	0.01210655968
954	0.01209985409
955	0.01208855914
956	0.01207935491
957	0.01206699528
958	0.01204907031
959	0.01203027848
960	0.01201038147
961	0.01199225274
962	0.01197829982
963	0.01196646873
964	0.0119477272
965	0.01192869817
966	0.01192127345
967	0.01190459045
968	0.01189098972
969	0.01187296833
970	0.01186189735
971	0.01184733762
972	0.01183308861
973	0.01181475989
974	0.01180310163
975	0.01179174948
976	0.01177799554
977	0.01175373558
978	0.01173663758
979	0.01173205897
980	0.01171561186
981	0.01169710621
982	0.01167409282
983	0.011657213
984	0.01163929518
985	0.01162904433
986	0.01161470474
987	0.0116023898
988	0.01158474603
989	0.01157112047
990	0.01155962452
991	0.01154498753
992	0.01152590433
993	0.01151448752
994	0.0115062992
995	0.01148756698
996	0.01147432667
997	0.0114563185
998	0.01144224459
999	0.0114289522
